,MovieName,Star1,Star2,Star3,Star4,Genre1,Genre2,Genre3,GrossCollection,Certification,votes
609,Traitor, Don Cheadle, Guy Pearce, Archie Panjabi, Saïd Taghmaoui,Action, Crime, Drama,23.53,PG-13 ,"58,441"
610,Fan, Shah Rukh Khan, Shriya Pilgaonkar, Sayani Gupta, Waluscha D'Souza,Action, Drama, Thriller,1.36,Not Rated ,"47,518"
611,Alan Partridge, Steve Coogan, Colm Meaney, Tim Key, Karl Theobald,Action, Comedy, Crime,0.15,R ,"32,445"
612,The Fast and the Furious, Vin Diesel, Paul Walker, Michelle Rodriguez, Jordana Brewster,Action, Crime, Thriller,144.53,PG-13 ,"398,106"
613,The Magnificent Seven, Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio,Action, Adventure, Drama,93.43,PG-13 ,"218,964"
614,The Woman King, Viola Davis, Thuso Mbedu, Lashana Lynch, Sheila Atim,Action, Drama, History,67.33,PG-13 ,"60,692"
615,Ready or Not, Samara Weaving, Adam Brody, Mark O'Brien, Henry Czerny,Action, Comedy, Horror,28.71,R ,"163,415"
616,Captain Marvel, Brie Larson, Samuel L. Jackson, Ben Mendelsohn, Jude Law,Action, Adventure, Sci-Fi,426.83,PG-13 ,"578,679"
617,Aquaman, Jason Momoa, Amber Heard, Willem Dafoe, Patrick Wilson,Action, Adventure, Fantasy,335.06,PG-13 ,"490,692"
618,The Book of Eli, Denzel Washington, Mila Kunis, Ray Stevenson, Gary Oldman,Action, Adventure, Drama,94.84,R ,"326,818"
619,The Maze Runner, Dylan O'Brien, Kaya Scodelario, Will Poulter, Thomas Brodie-Sangster,Action, Mystery, Sci-Fi,102.43,PG-13 ,"483,205"
620,Kisi Ka Bhai Kisi Ki Jaan, Salman Khan, Pooja Hegde, Venkatesh Daggubati, Aamir Naik,Action, Comedy, Drama,Nan,Not Rated ,"35,967"
621,TRON: Legacy, Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner,Action, Adventure, Sci-Fi,172.06,PG ,"345,217"
622,Men in Black 3, Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement,Action, Adventure, Comedy,179.02,PG-13 ,"372,718"
623,Mad Max, Mel Gibson, Joanne Samuel, Hugh Keays-Byrne, Steve Bisley,Action, Adventure, Sci-Fi,8.75,R ,"213,159"
624,Chappie, Sharlto Copley, Dev Patel, Hugh Jackman, Sigourney Weaver,Action, Crime, Drama,31.57,R ,"259,360"
625,Boss Level, Frank Grillo, Mel Gibson, Naomi Watts, Michelle Yeoh,Action, Adventure, Comedy,Nan,TV-MA ,"72,657"
626,Thor: The Dark World, Chris Hemsworth, Natalie Portman, Tom Hiddleston, Stellan Skarsgård,Action, Adventure, Fantasy,206.36,PG-13 ,"699,106"
627,Spectre, Daniel Craig, Christoph Waltz, Léa Seydoux, Ralph Fiennes,Action, Adventure, Thriller,200.07,PG-13 ,"450,606"
628,Bad Boys, Will Smith, Martin Lawrence, Lisa Boyle, Michael Taliferro,Action, Comedy, Crime,65.81,R ,"274,638"
629,News of the World, Tom Hanks, Helena Zengel, Tom Astor, Travis Johnson,Action, Adventure, Drama,Nan,PG-13 ,"91,117"
630,What Happened to Monday, Noomi Rapace, Glenn Close, Willem Dafoe, Marwan Kenzari,Action, Crime, Fantasy,Nan,TV-MA ,"128,071"
631,The Island, Scarlett Johansson, Ewan McGregor, Djimon Hounsou, Steve Buscemi,Action, Sci-Fi, Thriller,35.82,PG-13 ,"320,959"
632,Hellboy, Ron Perlman, Doug Jones, Selma Blair, John Hurt,Action, Adventure, Fantasy,59.62,PG-13 ,"338,204"
633,The Mask of Zorro, Antonio Banderas, Anthony Hopkins, Catherine Zeta-Jones, José María de Tavira,Action, Adventure, Comedy,94.10,PG-13 ,"190,745"
634,Logan's Run, Michael York, Jenny Agutter, Richard Jordan, Roscoe Lee Browne,Action, Adventure, Sci-Fi,25.00,PG ,"58,836"
635,Bloodsport, Jean-Claude Van Damme, Donald Gibb, Leah Ayres, Norman Burton,Action, Biography, Drama,11.81,R ,"88,882"
636,The Outpost, Scott Eastwood, Caleb Landry Jones, Orlando Bloom, Jack Kesy,Action, Drama, History,Nan,R ,"37,032"
637,The Transporter, Jason Statham, Shu Qi, Matt Schulze, François Berléand,Action, Crime, Thriller,25.30,PG-13 ,"310,626"
638,Unstoppable, Denzel Washington, Chris Pine, Rosario Dawson, Ethan Suplee,Action, Thriller,Nan,81.56,PG-13 ,"201,920"
639,Young Guns, Emilio Estevez, Kiefer Sutherland, Lou Diamond Phillips, Charlie Sheen,Action, Drama, Western,45.66,R ,"64,578"
640,Hanna, Saoirse Ronan, Cate Blanchett, Eric Bana, Vicky Krieps,Action, Adventure, Drama,40.26,PG-13 ,"202,412"
641,Superman II, Gene Hackman, Christopher Reeve, Margot Kidder, Ned Beatty,Action, Adventure, Sci-Fi,108.19,PG ,"110,773"
642,Ghostbusters, Melissa McCarthy, Kristen Wiig, Kate McKinnon, Leslie Jones,Action, Comedy, Fantasy,128.34,PG-13 ,"236,807"
643,The Long Kiss Goodnight, Geena Davis, Samuel L. Jackson, Yvonne Zima, Craig Bierko,Action, Crime, Drama,33.33,R ,"82,346"
644,Patriot Games, Harrison Ford, Sean Bean, Anne Archer, Patrick Bergin,Action, Thriller,Nan,83.29,R ,"116,066"
645,Shin Godzilla, Hiroki Hasegawa, Yutaka Takenouchi, Satomi Ishihara, Ren Ôsugi,Action, Drama, Horror,1.92,Not Rated ,"29,683"
646,Dog Soldiers, Sean Pertwee, Kevin McKidd, Emma Cleasby, Liam Cunningham,Action, Horror, Thriller,Nan,R ,"62,831"
647,Four Brothers, Mark Wahlberg, Tyrese Gibson, André 3000, Garrett Hedlund,Action, Crime, Drama,74.49,R ,"151,599"
648,You Only Live Twice, Sean Connery, Akiko Wakabayashi, Mie Hama, Tetsurô Tanba,Action, Adventure, Thriller,43.08,PG ,"113,132"
649,Spies in Disguise, Rachel Brosnahan, Jarrett Bruno, Claire Crosby, Toru Uchikado,Animation, Action, Adventure,66.76,PG ,"52,494"
650,Street Kings, Keanu Reeves, Forest Whitaker, Hugh Laurie, Chris Evans,Action, Crime, Thriller,26.42,R ,"116,576"
651,Innerspace, Dennis Quaid, Martin Short, Meg Ryan, Kevin McCarthy,Action, Adventure, Comedy,25.89,PG ,"62,573"
652,The Score, Robert De Niro, Edward Norton, Marlon Brando, Angela Bassett,Action, Crime, Drama,71.07,R ,"130,778"
653,Tristan + Isolde, James Franco, Sophia Myles, Rufus Sewell, David O'Hara,Action, Drama, Romance,14.73,PG-13 ,"53,462"
654,Three Steps Above Heaven, Mario Casas, María Valverde, Álvaro Cervantes, Marina Salas,Action, Drama, Romance,Nan,Not Rated ,"27,295"
655,El Mariachi, Carlos Gallardo, Consuelo Gómez, Jaime de Hoyos, Peter Marquardt,Action, Crime, Thriller,2.04,R ,"69,224"
656,Unknown, Liam Neeson, Diane Kruger, January Jones, Aidan Quinn,Action, Mystery, Thriller,63.69,PG-13 ,"265,203"
657,Enemy Mine, Dennis Quaid, Louis Gossett Jr., Brion James, Richard Marcus,Action, Adventure, Drama,4.27,PG-13 ,"49,615"
658,Green Zone, Matt Damon, Jason Isaacs, Greg Kinnear, Igal Naor,Action, Drama, Thriller,35.05,R ,"139,649"
659,Harsh Times, Christian Bale, Freddy Rodríguez, Eva Longoria, Chaka Forman,Action, Crime, Drama,3.34,R ,"67,140"
660,We Own the Night, Joaquin Phoenix, Mark Wahlberg, Eva Mendes, Danny Hoch,Action, Crime, Drama,28.56,R ,"90,751"
661,Who Am I?, Jackie Chan, Michelle Ferre, Mirai Yamamoto, Ron Smerczak,Action, Adventure, Comedy,Nan,PG-13 ,"41,452"
662,Dead Snow 2: Red vs, Geir Vegar Hoel, Ørjan Gamst, Martin Starr, Jocelyn DeBoer,Action, Comedy, Fantasy,Nan,R ,"25,756"
663,Black Panther: Wakanda Forever, Letitia Wright, Lupita Nyong'o, Danai Gurira, Winston Duke,Action, Adventure, Drama,453.72,PG-13 ,"267,314"
664,Extraction, Chris Hemsworth, Bryon Lerum, Ryder Lerum, Rudhraksh Jaiswal,Action, Thriller,Nan,Nan,R ,"214,109"
665,Kingsman: The Golden Circle, Taron Egerton, Colin Firth, Mark Strong, Channing Tatum,Action, Adventure, Comedy,100.23,R ,"342,839"
666,Safe House, Denzel Washington, Ryan Reynolds, Robert Patrick, Vera Farmiga,Action, Thriller,Nan,126.37,R ,"228,083"
667,Jumanji: The Next Level, Dwayne Johnson, Jack Black, Kevin Hart, Karen Gillan,Action, Adventure, Comedy,316.83,PG-13 ,"263,138"
668,Black Widow, Scarlett Johansson, Florence Pugh, David Harbour, Rachel Weisz,Action, Adventure, Sci-Fi,183.65,PG-13 ,"396,317"
669,The Adam Project, Ryan Reynolds, Walker Scobell, Mark Ruffalo, Jennifer Garner,Action, Adventure, Comedy,Nan,PG-13 ,"213,554"
670,Road House, Patrick Swayze, Kelly Lynch, Sam Elliott, Ben Gazzara,Action, Thriller,Nan,30.05,R ,"80,148"
671,Bumblebee, Hailee Steinfeld, Jorge Lendeborg Jr., John Cena, Jason Drucker,Action, Adventure, Sci-Fi,127.20,PG-13 ,"173,580"
672,The A-Team, Liam Neeson, Bradley Cooper, Sharlto Copley, Jessica Biel,Action, Adventure, Thriller,77.22,PG-13 ,"263,430"
673,Wanted, Angelina Jolie, James McAvoy, Morgan Freeman, Terence Stamp,Action, Crime, Thriller,134.51,R ,"397,681"
674,Armageddon, Bruce Willis, Billy Bob Thornton, Ben Affleck, Liv Tyler,Action, Adventure, Sci-Fi,201.57,PG-13 ,"436,055"
675,Super, Rainn Wilson, Elliot Page, Liv Tyler, Kevin Bacon,Action, Comedy, Crime,0.32,R ,"81,979"
676,The Running Man, Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto, Jim Brown,Action, Sci-Fi, Thriller,38.12,R ,"158,838"
677,In Time, Justin Timberlake, Amanda Seyfried, Cillian Murphy, Olivia Wilde,Action, Sci-Fi, Thriller,37.52,PG-13 ,"422,667"
678,The Equalizer 2, Denzel Washington, Pedro Pascal, Ashton Sanders, Orson Bean,Action, Crime, Thriller,102.08,R ,"169,220"
679,Midway, Ed Skrein, Patrick Wilson, Woody Harrelson, Luke Evans,Action, Drama, History,56.85,PG-13 ,"89,565"
680,Violent Night, David Harbour, John Leguizamo, Beverly D'Angelo, Alex Hassell,Action, Comedy, Crime,Nan,R ,"70,731"
681,Enola Holmes 2, Millie Bobby Brown, Henry Cavill, David Thewlis, Louis Partridge,Action, Adventure, Crime,Nan,PG-13 ,"86,550"
682,King Arthur: Legend of the Sword, Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law, Djimon Hounsou,Action, Adventure, Drama,39.18,PG-13 ,"223,444"
683,Commando, Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya, Vernon Wells,Action, Adventure, Thriller,35.10,R ,"167,131"
684,Demolition Man, Sylvester Stallone, Wesley Snipes, Sandra Bullock, Nigel Hawthorne,Action, Sci-Fi, Thriller,58.06,R ,"183,867"
685,Zombieland: Double Tap, Woody Harrelson, Jesse Eisenberg, Emma Stone, Abigail Breslin,Action, Comedy, Horror,73.12,R ,"188,704"
686,Teenage Mutant Ninja Turtles, Judith Hoag, Elias Koteas, Josh Pais, David Forman,Action, Adventure, Comedy,135.27,PG ,"97,527"
687,No Escape, Lake Bell, Pierce Brosnan, Owen Wilson, Thanawut Ketsaro,Action, Thriller,Nan,27.29,R ,"89,182"
688,Atomic Blonde, Charlize Theron, James McAvoy, John Goodman, Eddie Marsan,Action, Thriller,Nan,51.69,R ,"199,326"
689,The Living Daylights, Timothy Dalton, Maryam d'Abo, Jeroen Krabbé, Joe Don Baker,Action, Adventure, Thriller,51.19,PG ,"102,014"
690,Escape Plan, Sylvester Stallone, Arnold Schwarzenegger, 50 Cent, Vincent D'Onofrio,Action, Thriller,Nan,25.13,R ,"249,518"
691,The Wolverine, Hugh Jackman, Will Yun Lee, Tao Okamoto, Rila Fukushima,Action, Sci-Fi,Nan,132.56,PG-13 ,"477,346"
692,Warcraft, Travis Fimmel, Paula Patton, Ben Foster, Dominic Cooper,Action, Adventure, Fantasy,47.37,PG-13 ,"270,190"
693,Tron, Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan,Action, Adventure, Sci-Fi,33.00,PG ,"125,033"
694,Out of the Furnace, Christian Bale, Casey Affleck, Zoe Saldana, Woody Harrelson,Action, Crime, Drama,11.33,R ,"120,454"
695,Angels & Demons, Tom Hanks, Ewan McGregor, Ayelet Zurer, Stellan Skarsgård,Action, Mystery, Thriller,133.38,PG-13 ,"300,535"
696,2 Guns, Denzel Washington, Mark Wahlberg, Paula Patton, Bill Paxton,Action, Thriller,Nan,75.61,R ,"218,509"
697,Blade II, Wesley Snipes, Kris Kristofferson, Ron Perlman, Leonor Varela,Action, Horror, Sci-Fi,82.35,R ,"225,453"
698,The Matrix Revolutions, Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving,Action, Sci-Fi,Nan,139.31,R ,"525,230"
699,The Last Starfighter, Lance Guest, Robert Preston, Kay E. Kuter, Dan Mason,Action, Adventure, Sci-Fi,28.73,PG ,"44,038"
700,Wyatt Earp, Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews,Action, Adventure, Biography,25.05,PG-13 ,"53,012"
701,Absolute Power, Clint Eastwood, Gene Hackman, Ed Harris, Laura Linney,Action, Crime, Drama,50.01,R ,"57,781"
702,Hot Shots!, Charlie Sheen, Cary Elwes, Valeria Golino, Lloyd Bridges,Action, Comedy,Nan,69.47,PG-13 ,"112,205"
703,On Her Majesty's Secret Service, George Lazenby, Diana Rigg, Telly Savalas, Gabriele Ferzetti,Action, Adventure, Thriller,22.80,PG ,"95,182"
704,Pandorum, Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue,Action, Horror, Mystery,10.33,R ,"154,773"
705,The Grey, Liam Neeson, Dermot Mulroney, Frank Grillo, Dallas Roberts,Action, Adventure, Drama,51.58,R ,"257,171"
706,Live and Let Die, Roger Moore, Yaphet Kotto, Jane Seymour, Clifton James,Action, Adventure, Thriller,35.38,PG ,"111,085"
707,Backdraft, Kurt Russell, William Baldwin, Robert De Niro, Donald Sutherland,Action, Drama, Mystery,77.87,R ,"83,755"
708,Pete's Dragon, Bryce Dallas Howard, Robert Redford, Oakes Fegley, Oona Laurence,Action, Adventure, Comedy,76.23,PG ,"60,080"
709,Jungle, Daniel Radcliffe, Thomas Kretschmann, Alex Russell, Joel Jackson,Action, Adventure, Biography,Nan,R ,"59,771"
710,Conspiracy Theory, Mel Gibson, Julia Roberts, Patrick Stewart, Cylk Cozart,Action, Mystery, Thriller,75.98,R ,"103,641"
711,For Your Eyes Only, Roger Moore, Carole Bouquet, Topol, Lynn-Holly Johnson,Action, Adventure, Thriller,62.30,PG ,"104,508"
712,Colors, Sean Penn, Robert Duvall, Maria Conchita Alonso, Randy Brooks,Action, Crime, Drama,46.62,R ,"28,151"
713,Rumble in the Bronx, Jackie Chan, Anita Mui, Françoise Yip, Bill Tung,Action, Comedy, Crime,32.39,R ,"43,992"
714,The Man with the Golden Gun, Roger Moore, Christopher Lee, Britt Ekland, Maud Adams,Action, Adventure, Thriller,20.97,PG ,"108,998"
715,Hardcore Henry, Sharlto Copley, Tim Roth, Haley Bennett, Danila Kozlovskiy,Action, Adventure, Sci-Fi,9.25,R ,"98,634"
716,Harriet, Cynthia Erivo, Janelle Monáe, Leslie Odom Jr., Joe Alwyn,Action, Biography, Drama,Nan,PG-13 ,"28,798"
717,Hamburger Hill, Anthony Barrile, Michael Boatman, Don Cheadle, Michael Dolan,Action, Drama, Thriller,13.84,R ,"26,733"
718,Gangster Squad, Sean Penn, Ryan Gosling, Emma Stone, Giovanni Ribisi,Action, Crime, Drama,46.00,R ,"218,822"
719,The Finest Hours, Chris Pine, Casey Affleck, Ben Foster, Eric Bana,Action, Drama, History,27.57,PG-13 ,"68,566"
720,Underworld: Evolution, Kate Beckinsale, Scott Speedman, Bill Nighy, Tony Curran,Action, Fantasy, Thriller,62.32,R ,"204,498"
721,Death Sentence, Kevin Bacon, John Goodman, Kelly Preston, Garrett Hedlund,Action, Crime, Drama,9.53,R ,"73,216"
722,Lethal Weapon 3, Mel Gibson, Danny Glover, Joe Pesci, Rene Russo,Action, Crime, Thriller,144.73,R ,"173,071"
723,Brooklyn's Finest, Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes,Action, Crime, Drama,27.15,R ,"65,051"
724,Tales from the Crypt: Demon Knight, Billy Zane, William Sadler, Jada Pinkett Smith, Brenda Bakke,Action, Fantasy, Horror,21.09,R ,"25,072"
725,Ransom, Mel Gibson, Gary Sinise, Rene Russo, Brawley Nolte,Action, Crime, Thriller,136.49,R ,"131,519"
726,Hidalgo, Viggo Mortensen, Omar Sharif, Zuleikha Robinson, Louise Lombard,Action, Adventure, Biography,67.29,PG-13 ,"83,830"
727,Appaloosa, Ed Harris, Viggo Mortensen, Renée Zellweger, Jeremy Irons,Action, Crime, Drama,20.21,R ,"62,754"
728,The Salvation, Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Eric Cantona,Action, Drama, Thriller,0.01,R ,"40,971"
729,The Enforcer, Clint Eastwood, Tyne Daly, Harry Guardino, Bradford Dillman,Action, Crime, Thriller,46.20,R ,"47,215"
730,Nothing to Lose, Martin Lawrence, Tim Robbins, John C. McGinley, Giancarlo Esposito,Action, Adventure, Comedy,44.46,R ,"47,979"
731,Blood and Bone, Michael Jai White, Julian Sands, Eamonn Walker, Dante Basco,Action, Crime, Drama,Nan,R ,"34,645"
732,The Brothers Bloom, Rachel Weisz, Adrien Brody, Mark Ruffalo, Rinko Kikuchi,Action, Adventure, Comedy,3.52,PG-13 ,"51,713"
733,Machine Gun Preacher, Gerard Butler, Michelle Monaghan, Michael Shannon, Kathy Baker,Action, Biography, Crime,0.54,R ,"67,511"
734,The Brave One, Jodie Foster, Terrence Howard, Naveen Andrews, Nicky Katt,Action, Crime, Drama,36.79,R ,"62,109"
735,Turbo Kid, Munro Chambers, Laurence Leboeuf, Michael Ironside, Edwin Wright,Action, Adventure, Comedy,0.05,Not Rated ,"28,866"
736,Stakeout, Richard Dreyfuss, Emilio Estevez, Madeleine Stowe, Aidan Quinn,Action, Comedy, Crime,65.67,R ,"27,659"
737,Wild Target, Bill Nighy, Emily Blunt, Rupert Grint, Rupert Everett,Action, Comedy, Crime,0.12,PG-13 ,"39,241"
738,Om Shanti Om, Shah Rukh Khan, Deepika Padukone, Arjun Rampal, Kirron Kher,Action, Comedy, Drama,3.60,Not Rated ,"46,186"
739,Antim: The Final Truth, Salman Khan, Aayush Sharma, Mahima Makwana, Mahesh Manjrekar,Action, Crime, Drama,Nan,UA ,"41,627"
740,The Fate of the Furious, Vin Diesel, Jason Statham, Dwayne Johnson, Michelle Rodriguez,Action, Crime, Thriller,226.01,PG-13 ,"240,732"
741,Venom, Tom Hardy, Michelle Williams, Riz Ahmed, Scott Haze,Action, Adventure, Sci-Fi,213.52,PG-13 ,"504,677"
742,Star Wars: Episode II - Attack of the Clones, Hayden Christensen, Natalie Portman, Ewan McGregor, Christopher Lee,Action, Adventure, Fantasy,310.68,PG ,"728,934"
743,Red Sparrow, Jennifer Lawrence, Joel Edgerton, Matthias Schoenaerts, Charlotte Rampling,Action, Drama, Thriller,46.87,R ,"192,357"
744,Smokin' Aces, Jeremy Piven, Ryan Reynolds, Ray Liotta, Joseph Ruskin,Action, Comedy, Crime,35.66,R ,"148,547"
745,Kong: Skull Island, Tom Hiddleston, Samuel L. Jackson, Brie Larson, John C. Reilly,Action, Adventure, Fantasy,168.05,PG-13 ,"329,656"
746,Divergent, Shailene Woodley, Theo James, Kate Winslet, Jai Courtney,Action, Adventure, Mystery,150.95,PG-13 ,"471,351"
747,Resident Evil, Milla Jovovich, Michelle Rodriguez, Ryan McCluskey, Oscar Pearce,Action, Horror, Sci-Fi,40.12,R ,"278,442"
748,Anna, Sasha Luss, Helen Mirren, Luke Evans, Cillian Murphy,Action, Thriller,Nan,7.74,R ,"87,014"
749,The Incredible Hulk, Edward Norton, Liv Tyler, Tim Roth, William Hurt,Action, Adventure, Sci-Fi,134.52,PG-13 ,"504,866"
750,John Carter, Taylor Kitsch, Lynn Collins, Willem Dafoe, Samantha Morton,Action, Adventure, Sci-Fi,73.08,PG-13 ,"278,690"
751,Ender's Game, Harrison Ford, Asa Butterfield, Hailee Steinfeld, Abigail Breslin,Action, Adventure, Sci-Fi,61.74,PG-13 ,"246,406"
752,The Other Guys, Will Ferrell, Mark Wahlberg, Derek Jeter, Eva Mendes,Action, Comedy, Crime,119.22,PG-13 ,"277,178"
753,The Old Guard, Charlize Theron, KiKi Layne, Matthias Schoenaerts, Marwan Kenzari,Action, Thriller,Nan,Nan,R ,"172,636"
754,The Amazing Spider-Man 2, Andrew Garfield, Emma Stone, Jamie Foxx, Paul Giamatti,Action, Adventure, Sci-Fi,202.85,PG-13 ,"512,159"
755,Licence to Kill, Timothy Dalton, Robert Davi, Carey Lowell, Talisa Soto,Action, Adventure, Thriller,34.67,PG-13 ,"108,021"
756,Enola Holmes, Millie Bobby Brown, Henry Cavill, Sam Claflin, Helena Bonham Carter,Action, Adventure, Crime,Nan,PG-13 ,"203,800"
757,The Hunger Games: Mockingjay - Part 1, Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson,Action, Adventure, Sci-Fi,337.14,PG-13 ,"471,324"
758,Jungle Cruise, Dwayne Johnson, Emily Blunt, Edgar Ramírez, Jack Whitehall,Action, Adventure, Comedy,116.99,PG-13 ,"199,438"
759,The Chronicles of Riddick, Vin Diesel, Judi Dench, Colm Feore, Thandiwe Newton,Action, Adventure, Sci-Fi,57.76,R ,"235,515"
760,Pirates of the Caribbean: On Stranger Tides, Johnny Depp, Penélope Cruz, Ian McShane, Geoffrey Rush,Action, Adventure, Fantasy,241.06,PG-13 ,"541,082"
761,The Harder They Fall, Jonathan Majors, Zazie Beetz, RJ Cyler, Edi Gathegi,Action, Drama, Western,Nan,R ,"66,903"
762,Austin Powers: The Spy Who Shagged Me, Mike Myers, Heather Graham, Michael York, Robert Wagner,Action, Adventure, Comedy,206.04,PG-13 ,"240,227"
763,X-Men: The Last Stand, Patrick Stewart, Hugh Jackman, Halle Berry, Famke Janssen,Action, Adventure, Sci-Fi,234.36,PG-13 ,"526,611"
764,The Rundown, Dwayne Johnson, Seann William Scott, Christopher Walken, Rosario Dawson,Action, Adventure, Comedy,47.73,PG-13 ,"110,082"
765,Elysium, Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga,Action, Drama, Sci-Fi,93.05,R ,"457,300"
766,Quantum of Solace, Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench,Action, Adventure, Mystery,168.37,PG-13 ,"457,600"
767,Robin Hood, Russell Crowe, Cate Blanchett, Matthew Macfadyen, Max von Sydow,Action, Adventure, Drama,105.27,PG-13 ,"275,126"
768,Jason Bourne, Matt Damon, Tommy Lee Jones, Alicia Vikander, Vincent Cassel,Action, Thriller,Nan,162.43,PG-13 ,"233,502"
769,Run All Night, Liam Neeson, Ed Harris, Joel Kinnaman, Vincent D'Onofrio,Action, Crime, Thriller,26.46,R ,"111,837"
770,The 13th Warrior, Antonio Banderas, Diane Venora, Dennis Storhøi, Vladimir Kulich,Action, Adventure, History,32.70,R ,"128,008"
771,Prince of Persia: The Sands of Time, Jake Gyllenhaal, Gemma Arterton, Ben Kingsley, Alfred Molina,Action, Adventure, Fantasy,90.76,PG-13 ,"295,902"
772,Crocodile Dundee, Paul Hogan, Linda Kozlowski, John Meillon, David Gulpilil,Action, Adventure, Comedy,174.64,PG-13 ,"110,144"
773,Ghostbusters II, Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis,Action, Comedy, Fantasy,112.49,PG ,"213,476"
774,Machete, Danny Trejo, Michelle Rodriguez, Robert De Niro, Jessica Alba,Action, Crime, Thriller,26.59,R ,"200,485"
775,Hunter Killer, Gerard Butler, Gary Oldman, Common, Linda Cardellini,Action, Thriller,Nan,15.77,R ,"67,052"
776,The Lego Movie 2: The Second Part, Chris Pratt, Elizabeth Banks, Will Arnett, Tiffany Haddish,Animation, Action, Adventure,105.81,PG ,"70,967"
